id,iso_639_3,text,topic
534,fil,Malamang na ang pinakakaraniwang klase ng turismo ay kung ano ang iniuugnay ng halos lahat ng tao sa pagbibiyahe: Turismo para sa rekreasyon.,Introductory_Tourism
535,ilo,Daytoy ket ti panagpasiar dagiti tattao iti maysa a lugar a naiduma unay iti gagangay nga inaldaw nga aktibidadda tapno agrelaks ken agragsakda.,Introductory_Tourism
535,fil,Ito ay kapag pumunta ang mga tao sa lugar na malayung-malayo ang pagkakatulad sa karaniwan nilang buhay sa araw-araw upang magrelaks at maglibang.,Introductory_Tourism
535,ceb,Mao ni ang higayon nga mangadto ang mga tawo sa lugar nga lahi kaayo sa ilang naandan nga inadlaw-adlaw nga kinabuhi aron makapahulay ug malingaw.,Introductory_Tourism
536,ilo,"Dagiti baybay, theme parks ken camp grounds ket masansan a gagangay a lugar a kanayon a bisitaen dagiti managlinglingay a turista.",Introductory_Tourism
536,fil,"Ang mga beach, mga parkeng may tema at lugar ng camping ay kadalasan na pinakakaraniwang lugar na madalas puntahan ng mga naglilibang na turista.",Introductory_Tourism
536,ceb,"Ang mga baybayon, mga parke nga tema ug mga kampinganan kanunay ang labing komon nga mga dapit nga kanunay ginaadtoan sa mga turista sa kalingawan.",Introductory_Tourism
537,ilo,No ti kaipapanan ti panagbisita ti maysa iti partikular a lugar ket ti panangam-ammo iti napalabas ken kulturana ket daytoy a klase ti turismo ket maawagan a kultural a turismo.,Introductory_Tourism
537,fil,Kung ang layunin ng pagbisita ng isang tao sa isang partikular na lugar ay para alamin ang kasaysayan at kultura nito kung gayun ang ganitong uri ng turismo ay tinatawag na kultural na turismo.,Introductory_Tourism
537,ceb,"kon ang katuyoan sa pagbisita sa usa ka partikular nga lugar kay aron mahibal-an ang kaagi ug kultura niini, kini nga matang sa turismo kay nailhang turismo sa kultura.",Introductory_Tourism
538,ilo,Mabalin a bumisita dagiti turista iti nadumaduma a landmark ti maysa a pagilian wenno mabalin a pilienda a maysa laeng a lugar ti papananda.,Introductory_Tourism
538,ceb,Ang mga turista mahimong mobisita sa lainlaing mga halandomong lugar sa partikular nga nasod o mahimo silang mopili nga mo-pokus sa usa ka lugar lamang.,Introductory_Tourism
538,fil,Maaaring bumisita ang mga turista sa iba't-ibang mga palatandaan ng isang partikular na bansa o maaaring piliin lamang nilang magtuon ng pansin sa iisang lugar.,Introductory_Tourism
539,ilo,"Ti Colonist, makitana dagitoy nga aktibidad, ket nangayab metten kadagiti tumulong.",American_Revolution/Ticonderoga_and_Bunker_Hill
539,ceb,"Ang mga Kolonista, pagkita ani nga kalihokan, nanawag usab og dugang nga pwersa.",American_Revolution/Ticonderoga_and_Bunker_Hill
539,fil,"Ang mga Kolonista, nang makita ang pagkilos na ito, ay humingi rin ng karagdagang tulong.",American_Revolution/Ticonderoga_and_Bunker_Hill
540,fil,"Ang mga kawal na nagpatibay sa mga posisyong pinakamalapit sa labanan ay kinabilangan ng una at ika-3 na mga rehimyento ng New Hampshire na may 200 kalalakihan, sa ilalim nina Koronel John Stark at Koronel James Reed (kapwa sila naging mga heneral kalaunan).",American_Revolution/Ticonderoga_and_Bunker_Hill
540,ceb,"Ang mga tropang suporta sa mga abante nga posisyon kay apil ang ika-1 ug ika-3 nga New Hampshire nga mga rehimento sa 200 ka tawo, nga naa sa pamumuno nilang Koronel John Stark ug James Reed (silang duha kay nahimong mga heneral sa wala madugay).",American_Revolution/Ticonderoga_and_Bunker_Hill
540,ilo,"Mairaman kadagiti tropa a mangpappapigsa kadagiti paabante a posision ti umuna ken maikatlo a rehimento ti New Hampshire nga addaan 200 a buyot, iti babaen da  Koronel John Stark ken Koronel James Reed (agpada a nagbalin a heneral kalpasanna).",American_Revolution/Ticonderoga_and_Bunker_Hill
541,ilo,Nagpuesto dagiti tao ni Stark iti ayan ti alad iti amianan a pungto ti ayan dagiti Colonista.,American_Revolution/Ticonderoga_and_Bunker_Hill
541,fil,Pumuwesto ang mga kalalakihan ng Stark sa tabi ng bakod sa dulong hilaga ng posisyon ng Colonist.,American_Revolution/Ticonderoga_and_Bunker_Hill
541,ceb,Miposisyon ang mga tawo ni Stark sa koral sa amihanang bahin sa posisyon sa Kolonista.,American_Revolution/Ticonderoga_and_Bunker_Hill
542,ilo,"Idi nagaramid ti giwang ti panagugot idiay Karayan Mystic idiay amianan a daya ti peninsula, pinartakanda nga inatiddagan ti bakod babaen iti panagusar ti ababa a pader a bato a mapan amianan agingana iti igid ti baybay idiay bassit nga aplaya.",American_Revolution/Ticonderoga_and_Bunker_Hill
542,fil,"Kapag ang pagbaba ng tubig ay nagbukas ng siwang sa gilid ng Mystic River sa kahabaan ng hilagang silangan ng peninsula, agad nilang pinalalaki ang bakod gamit ang maikling batong dingding patungong hilaga na magtatapos sa gilid ng munting dagat.",American_Revolution/Ticonderoga_and_Bunker_Hill
542,ceb,"Sa pag-abli sa tinghunas og gintang sa daplin sa Mystic River ubay sa amihanan-sidlakang sa bahin sa peninsula, dali nila nga gipaabot ang koral nga adunay mubo nga pader nga bato sa amihanan nga nagtapos sa ngilit sa tubig sa usa ka gamay nga baybayon.",American_Revolution/Ticonderoga_and_Bunker_Hill
543,ilo,Ni Gridley wenno ni Spark nangikabil iti tugkel nga agarup 100 kadapan (30 m) ti kaadayona iti sango ti alad ket order nga awan ti agpaputok aginga a malabsan daytoy dagiti regular.,American_Revolution/Ticonderoga_and_Bunker_Hill
543,fil,Naglagay si Gridley o Stark ng haligi na halos 100 talampakan (30 m) sa harap ng bakod at nag-utos na walang magpapaputok ng baril hanggang madaanan ito ng mga hukbong regular.,American_Revolution/Ticonderoga_and_Bunker_Hill
543,ceb,Nagbutang si Gridley o Stark og estaka mga 100 ka piye (30 m) sa atubangan sa koral ug nagmando nga walay magpabuto hangtod makalabay na ang mga regular niini.,American_Revolution/Ticonderoga_and_Bunker_Hill
544,ilo,Agpannuray ti plano ti America iti panangiwayat iti agtutunos a panangatake manipud iti tallo nga agduduma a direksion.,American_Revolution/The_Battles_of_Trenton_and_Princeton
544,ceb,Ang plano sa Amerikano nagsalig sa paglansad og mga organisadong pag-atake gikan sa tulo ka nagkalainlaing mga direksyon.,American_Revolution/The_Battles_of_Trenton_and_Princeton
544,fil,Umasa ang plano ng Amerika sa paglulunsad ng magkakatugmang pagsalakay mula sa tatlong magkaibang mga direksyon.,American_Revolution/The_Battles_of_Trenton_and_Princeton
545,ilo,"Mangisayangkat ni Heneral John Cadwalder iti panagraut a mangisiasi kontra kadagiti garison ti Briton iti Bordentown, tapno malapdanda ti aniaman a sumangpet a nayon a puersa.",American_Revolution/The_Battles_of_Trenton_and_Princeton
545,ceb,"Molansad og pampalipat nga atake si Heneral John Cadwalder batok sa Briton nga garison sa Bordentown, aron sa pagbabag sa bisan unsang dugang pwersa.",American_Revolution/The_Battles_of_Trenton_and_Princeton
545,fil,"Maglulunsad ng mapanlinlang na atake si Heneral John Cadwalder laban sa Britanong garison sa Bordentown, upang maharangan ang sinomang karagdagang mandirigma.",American_Revolution/The_Battles_of_Trenton_and_Princeton
546,ilo,"Itugot ni Heneral James Ewing ti 700 a militia a bumallasiw iti karayan idiay Trenton Ferry, samsamenda ti rangtay iti rabaw ti Assunpink Creek ken lapdanda dagiti kalaban a tropa a makatalaw.",American_Revolution/The_Battles_of_Trenton_and_Princeton
546,fil,"Dadalhin ni Heneral James Ewing ang 700 milisya sa kabilang panig ng ilog sa Trenton Ferry, sasakupin ang tulay sa ibabaw ng Sapa ng Assunpink at pipigilang makatakas ang sinomang kalabang hukbo.",American_Revolution/The_Battles_of_Trenton_and_Princeton
546,ceb,"Si Heneral James Ewing kay mokuha og 700 milisya tabok sa sapa sa Trenton Ferry, sakmiton ang taytayan sa ibabaw sa Assunpink Creek ug pugngan ang bisan unsang tropa sa kaaway nga makaikyas.",American_Revolution/The_Battles_of_Trenton_and_Princeton
547,fil,"Ang pangunahing hukbong pansalakay na 2,400 kalalakihan ay tatawid sa ilog siyam na milya sa hilaga ng Trenton, at pagkatapos ay maghahati sa dalawang pangkat, isa sa ilalim ni Greene at isa kay Sullivan, upang maglunsad ng pagsalakay bago ang bukang-liwayway.",American_Revolution/The_Battles_of_Trenton_and_Princeton
547,ceb,"Ang pangunang pang-atakeng puwersa sa 2,400 ka lalaki motabok sa suba nga siyam ka milya sa amihanan sa Trenton, ug pagkahuman bahinon sa duha ka mga grupo. Usa niini ilalom ni Greene ug ang usa sa ilalom ni Sullivan, aron maglansad og pag-atake sa wala pa ang kaadlawon.",American_Revolution/The_Battles_of_Trenton_and_Princeton
547,ilo,"Ballasiwen ti kangrunaan a mangdarup a puersa a 2,400 a buyot ti karayan a siam a milia manipud iti amianan ti Trenton, santo agsina iti dua a grupo, maysa ti adda iti babaen ni Greene ken maysa iti babaen ni Sullivan, tapno iwayatda ti panangraut sakbay ti parbangon.",American_Revolution/The_Battles_of_Trenton_and_Princeton
548,fil,"Dahil sa pagbabago sa pagtakbo mula sa sangkapat hanggang sa kalahating milya, lalong hindi na gaanong nagiging importante ang bilis at ang katatagan ay nagiging lubusang pangangailangan.",Science/distance runner
548,ceb,"Kauban sa pagbag-o gikan sa kwarter ngadto sa katunga sa milya nga dagan, ang kakusog mahimong dili ana ka importante ug ang paglahutay mahimong hingpit nga kinahanglan.",Science/distance runner
548,ilo,"Iti panagbaliw ti panagtaray manipud iti kakapat ti milia a mapan iti kagudua ti milia, saan unayen nga importante ti kinapardas ket ti kinaibtur ti agbalinen a nangnangruna a kasapulan.",Science/distance runner
549,ilo,"Siempre ta maysa primera klase a tumataray iti kaguadua-milia, maysa a tao a makaparmek iti dua a minuto, masapul nga addaan iti patas a kaadu ti kinapegges, ngem masapul a mataraken ti kinaandur iti amin a pagpeggadan.",Science/distance runner
549,fil,"Siyempre ang isang primera-klaseng half-miler, isang lalaki na kayang talunin ang dalawang minuto, dapat ay nagtataglay ng tamang bilis, ngunit kailangang linangin ang katatagan sa lahat ng panganib.",Science/distance runner
549,ceb,"Siyempre ang usa ka first-class half-miler, usa ka tawo nga makapilde sa duha ka minuto, kinahanglan adunay igoigong kapaspason, apan ang paglahutay kinahanglan maugmad sa bisan unsay mahitabo.",Science/distance runner
550,ilo,"Ti sumagmamano a panagtaray a cross country no tiempo ti lam-ek, a makaduaan iti panagsanay iti gymnasium para iti akingngato a bagi, ti kasayaatan a panagsagana para iti panawen ti panagtaray.",Science/distance runner
550,fil,"Ang ilang pagtakbo nang malayo sa kapatagan panahon ng taglamig, kasama ng ehersisyo sa gymnasium para sa pagpapatatag ng itaas na bahagi ng katawan, ay ang pinakamainam na paghahanda para sa panahon ng paligsahan sa pagtakbo.",Science/distance runner
550,ceb,"Ang pipila ka cross country running sa panahon sa tingtugnaw, dungan sa pag-gym alang sa ibabaw nga parte sa lawas, ang pinakamaayo nga preparasyon alang sa panahon sa tingdagan.",Science/distance runner
551,ilo,"Ti nasayaat a pamay-an para iti salun-at laeng ket saan a makagapu ti nasayaat a panangaramid, ngem maapektaranda ti kangrunaanga salun-at ti naubing nga atleta.",Science/distance runner
551,ceb,"Ang tama ug ensakto nga pamaagi sa nutrisyon dili makamugna og mga kinamaayohang pasundayag, apan kini makaapekto sa kamahinungdanon sa kinatibuk-ang kaayohan sa mga batan-ong atleta.",Science/distance runner
551,fil,"Ang wastong mga gawing nutrisyonal lamang ay hindi makapagdudulot ng pinakamagaling na mga pagganap, nguni't maaaring magkaroon ang mga ito ng mahalagang epekto sa pangkalahatang kagalingan ng mga batang atleta.",Science/distance runner
552,fil,"Ang pagpapanatili ng balanse sa enerhiya, epektibong pagpapanatili ng tubig sa katawan, at pag-unawa sa iba't ibang aspeto ng mga gawaing suplementasyon ay makakatulong na mapabuti ang pagganap ng mga atleta at dagdagan ang kanilang kasiyahan sa sport.",Science/distance runner
552,ceb,"Ang pagmentinar og himsog nga balanse sa enerhiya, paghupot og epektibong mga kinaiya sa pag-inom og tubig, ug pagsabot sa lainlaing mga aspeto sa pagdugang sa mga buhat sa pag-inom og suplemento kay makatabang sa mga atleta nga mapaayo ang ilang performance ug madugangan ang ilang kalipay diha sa isport.",Science/distance runner
552,ilo,"Ti panangmantenir ti balanse ti nasalun-at a pigsa, panangaramid ti epektibo nga ugali nga uminom ti danum, ken ti pannakaawat ti naduma-duma nga aspeto ti kaugalian a panangnayon ket makatulong kadagiti agay-ayam a paimbagen ti magapuanan ken manayunan ti rag-oda iti dayta nga ay-ayam.",Science/distance runner
553,fil,"Ang medya-distansyang pagtakbo ay murang isport lamang; subalit, maraming maling akala tungkol sa ilang piraso ng kagamitang kinakailangan upang lumahok.",Science/distance runner
553,ilo,"Saan a nangina nga sport ti middle distance a panagtaray; nupay kasta, adu dagiti  saan nga umisu a panangipapan iti sumagmamano nga alikamen a kasapulan tapno makasali.",Science/distance runner
553,ceb,"Ang middle distance running kay usa ka medyo barato nga isport; apan, daghang mga sayop nga pagtoo bahin sa pipila ka mga piraso sa kagamitan nga gikinahanglan aron makaapil.",Science/distance runner
554,fil,"Maaaring bilhin ang mga produkto ayon sa pangangailangan, nguni't karamihan ay magkakaroon lamang ng kakaunti o walang tunay na epekto sa pagganap.",Science/distance runner
554,ceb,"Mahimong mopalit og mga produkto kon gikinahanglan, apan kasagaran gamay ra ang tabang o wala gyud matuod nga tabang sa pasundayag.",Science/distance runner
554,ilo,"Dagiti produkto ket mabalin a magatang no kasapulan, ngem kaadwan ket addaan ti bassit wenno awan agpayso nga itedna.",Science/distance runner
555,fil,Maaaring akalain ng mga manlalaro na mas naiibigan nila ang isang produkto bagaman wala itong naibibigay na tunay na mga kapakinabangan.,Science/distance runner
555,ilo,Mabalin a marikna dagiti atleta a kaykayatda ti maysa a produkto uray awan ti agpayso a benepisiona daytoy.,Science/distance runner
555,ceb,Mahimong makabati ang mga atleta nga ganahan sila sa usa ka produkto bisan pa og wala kini mahatag na tinuod nga benepisyo.,Science/distance runner
556,fil,Maituturing ang atomo bilang isa sa napakahahalagang kayariang bloke ng lahat ng materya.,Science/Radiography
556,ilo,Makuna a ti atom ket maysa kadagiti kangrunaan a pakaaramidan iti amin a banag.,Science/Radiography
556,ceb,Ang atomo makonsederar nga usa sa sukaranang pundasyon sa tanan nga butang.,Science/Radiography
557,ceb,"Usa kani ka komplikadong nilalang nga gilangkuban, ingon sa pinasimpleng Bohr model, sa sentro nga nucleus nga gilibutan og mga electron, nga murag pareha sa mga planetang naglibot sa adlaw - tan-awa ang Hulagway 1.1.",Science/Radiography
557,fil,"Ito'y isang masalimuot na entidad na binubuo, ayon sa isang simpleng model ni Bohr, ng isang gitnang nukleo na iniikutan ng mga elektron, na waring katulad sa mga planetang umiikot sa araw - tingnan ang Figure 1.1.",Science/Radiography
557,ilo,"Sobra a kumplikado daytoy a banag a bukbuklen, sigun iti nasimple a modelo ti Bohr, iti tengnga a nucleus a palpalikusan dagiti electron, ket kasla kapada dagiti palenta a mangparparikus iti init - kitaem ti Pigura 1.1.",Science/Radiography
558,ilo,Addaan dua a partikulo ti nukleo - dagiti neutron ken dagiti proton.,Science/Radiography
558,ceb,Ang necleus gilangkoban sa duha ka mga partikulo - mga neutron ug proton.,Science/Radiography
558,fil,Ang nukleo ay binubuo ng dalawang partikulo - ang mga awansik at proton.,Science/Radiography
559,ceb,"Ang mga proton adunay positibong karga sa kuryente, samtang ang mga neutron walay karga. Ang mga electron adunay negatibong karga sa kuryente.",Science/Radiography
559,fil,Ang mga proton ay mayroong positibong karga ng kuryente habang ang mga neutron ay walang karga. Ang mga elektron ay mayroong negatibong karga ng kuryente.,Science/Radiography
559,ilo,Dagiti proton ket addaan iti positibo a kuryente ngem ti neutron ket awan. Dagiti electron ket adda ti negatibo a kuryentena.,Science/Radiography
560,ilo,"No sukimaten ti biktima, masapul a kitaen nga umuna ti nakapasamakanna tapno masigurado ti kinatalged.",Science/First Aid
560,fil,"Upang Masuri ang biktima, kailangan mo munang siyasatin ang lugar ng pinangyarihan upang masiguro ang iyong kaligtasan.",Science/First Aid
560,ceb,"Sa pagsusi sa biktima, kinahanglan nimo una manuhid sa talan-awon sa pagsiguro sa imong kahilwasan.",Science/First Aid
561,ceb,Kinahanglan nimo mahibal-an ang posisyon sa biktima sa imong pagduol kaniya ug ang mga mamahimong posibleng awtomatikong problema or kakuyaw.,Science/First Aid
561,fil,Kailangan mong makita ang posisyon ng biktima at iba pang mga senyales ng problema na kinakaharap ng nito.,Science/First Aid
561,ilo,Masapul a madlawmo ti posision ti biktima kabayatan ti yaasidegmo kenkuana kasta met kadagiti automatiko a negatibo a pakdaar.,Science/First Aid
562,ilo,"No mapasaktanka iti panangpadasmo a tumulong, mabalin a pakpakaruem laeng dagiti bambanag.",Science/First Aid
562,ceb,"kon masamaran ka sa pagpaningkamot nga motabang, mahimong makasamot lang sa problema ang imong pagtabang.",Science/First Aid
562,fil,"Kung masasaktan ka habang sumusubok na tumulong, maaaring nagsisilbi ka lang na gawing mas malala ang sitwasyon.",Science/First Aid
563,fil,"Natuklasan ng pag-aaral na ang depresyon, takot at eksaherasyon ng tunay na nararamdaman ang namagitan sa ugnayan sa pagitan ng sakit at kapansanan sa mga dumaranas ng sakit sa ibabang bahagi ng likod.",Science/Disease
563,ceb,"Nakit-an sa pagtuon nga ang depresyon, kahadlok, ug ang pag-catastrophize kay adunay relasyon sa kasakit ug mga nag-antos og depekto sa ubos sa buko-buko.",Science/Disease
563,ilo,"Sigun iti dayta a panagadal, naduktalan nga adda epekto ti depresion, panagbuteng ken panangpanunot iti dakes iti relasion ti ut-ot ken disabilidad dagiti agpaspasar iti ut-ot iti makinbaba a likudda.",Science/Disease
564,ilo,"Dagiti laeng epekto ti panagdandanaf, saan a depresion ken buteng ti kondisional iti regular a linawas a naurnos a PA a sessions.",Science/Disease
564,fil,"Ang mga epekto lang ng kapahamakan, hindi ang depresyon at takot ang may kondisyon ng regular na lingguhang nakabalangkas na mga sesyon ng PA.",Science/Disease
564,ceb,"Ang mga epekto ra sa pag-catastrophe, dili ang depresyon ug kahadlok ang kondisyon sa regular nga matag semana nga naka-structure nga mga PA nga sesyon.",Science/Disease
565,ceb,Ang mga miapil sa regular nga kalihokan nanginahanglan og dugang suporta nga may kabotanan sa negatibong mga pagsabut aron maila ang kalainan sa sugmat-sugmat nga kasakit ug pagbati nga dili komportable gikan sa naandan nga paglihok.,Science/Disease
565,fil,Ang mga lumalahok sa regular na aktibidad ay nangailangan ng mas maraming suporta kung tungkol sa negatibong pang-unawa sa sakit na kinikilala ang mga pagkakaiba ng sakit na matagal nang paulit-ulit at pakiramdam ng hirap mula sa normal na pagkilos ng katawan.,Science/Disease
565,ilo,Dagiti tumabuno iti regular nga aktibidad ket kasapulan ti ad-adu a suporta babaen ti negatibo a pannakaawat iti ut-ot a maiduma iti nagsabalian ti napaut nga ut-ot ken sakit a marikna gapu iti normal a panaggaraw iti pisikal.,Science/Disease
566,ilo,"TI panagkita, wenno ti pannakabalin a makakita ket nakadepende iti organ a pangrikna ti sistema bisual wenno dagiti mata.",Science/Sensory Systems
566,fil,"Ang paningin, o kakayahang makakita ay depende sa mga sangkap na pandamdam ng sistema sa paningin o mga mata.",Science/Sensory Systems
566,ceb,"Ang panan-aw, o ang abilidad nga makakita nagasalig sa mga igbalati nga organo sa sistema sa panan-aw o mga mata.",Science/Sensory Systems
567,fil,"Maraming iba't-ibang mga pagkakayari ng mga mata, na iba't-iba ang kompleksidad ayon sa mga kinakailangan ng organismo.",Science/Sensory Systems
567,ceb,"Adunay daghan nga lain-laing mga konstruksyon sa mga mata, gikan sa pagkakomplikado nga nakadepende sa mga kinahanglanon sa organismo.",Science/Sensory Systems
567,ilo,"Adu ti agduduma a pannakaaramid dagiti mata, nakadepende ti kinakomplikadona iti kasapulan ti organismo",Science/Sensory Systems
568,ceb,"Ang lain-laing mga konstruksyon adunay lain-laing kapabilidad, nga sensitibo sa lain-laing mga wavelength ug adunay mga nagakalainlain nga degree sa pagkasensitibo, usab nagkinahanglan sila og lain-laing pagproseso aron mahibal-an ang input ug lain-laing mga numero aron sa pagtrabaho nga labing maayo.",Science/Sensory Systems
568,fil,"Ang iba't ibang kayarian ay may iba't ibang kakayahan, sensitibo sa iba't ibang wave-length at may iba't ibang antas ng kahusayan sa paningin, nangangailangan din ito ng iba't ibang proseso upang magkaroon ng kahulugan ang mga pumapasok na impormasyon at ang iba't ibang numero upang ito ay gumana nang mabuti.",Science/Sensory Systems
568,ilo,"Ti nadumaduma a panagaramid ket agsasabali ti kabaelanna, sensitiboiti nadumaduma a wave-length ken addaan iti agsasabali a digri ti katadem, ken masapulda ti nadumaduma a panagproseso tapno mapagbalin ti input ken nadumaduma a numero tapno agubra a nasayaat.",Science/Sensory Systems
569,ilo,Ti populasion ket koleksion ti organismo iti partikular a sebbangan ti maysa a lugar.,Science/Animal Behavior
569,fil,Ang populasyon ay koleksyon ng mga organismo ng isang partikular na espesye na nasa isang takdang lugar na heograpiko.,Science/Animal Behavior
569,ceb,Ang populasyon mao ang pangtapok sa mga organismo sa usa ka partikular nga lahi sulod sa gihatag nga geograpikanhong lugar.,Science/Animal Behavior
570,ceb,"Kon ang tanang indibidwal sa populasyon managsama nga may kalabotan sa partikular nga makitang kinaiya, giila kini sila nga monomorphic.",Science/Animal Behavior
570,fil,Kung magkakapareho ang lahat ng indibidwal ng isang populasyon patungkol sa isang tiyak na phenotypic na katangian tinatawag sila na monomorphic.,Science/Animal Behavior
570,ilo,"No agpapada amin a tattao iti populasion no maipanggep iti maysa a nangruna a phenotypic a galad, am-ammo isuda a kas monomorphic.",Science/Animal Behavior
571,fil,"Kapag ang mga indibidwal ay nagpakita ng maraming ibang anyo ng partikular na katangian, sila ay tinatawag na polymorphic.",Science/Animal Behavior
571,ilo,No dagiti indibidual ket mangipakita ti nadumaduma a klase ti kangrunaan a kababalin isuda ket polymorphic.,Science/Animal Behavior
571,ceb,Kon ang mga indibidwal nagapakita og pipila ka mga bersyon sa partikular nga kinaiya sila kay polymorphic.,Science/Animal Behavior
572,ceb,Ang kolonya sa mga army sa hulmigas nang martsa ug nangsalag sa nagkadaiyang hugna.,Science/Animal Behavior
572,fil,Nagmamartsa at namumugad rin sa iba't-ibang yugto ang mga kolonya ng sundalong langgam.,Science/Animal Behavior
572,ilo,Agmamartsa dagiti pangen ti koton ken kasta met nga agumokda iti nadumaduma a paset.,Science/Animal Behavior
573,ceb,"Sa tigbalhinbalhin nga hugna, ang mga kasundalohang hulmigas magmartsa sa gabii ug mohunong aron magkampo sa adlaw.",Science/Animal Behavior
573,fil,"Sa nomadikong yugto, ang hukbo ng mga langgam ay nagmamartsa sa gabi at humihinto upang gumawa ng kampo sa umaga.",Science/Animal Behavior
573,ilo,"Iti nomadic a tiempo, dagiti soldado a kuton ket agmartsai ti rabii ken agsardeng iti aldaw.",Science/Animal Behavior
574,ilo,"Nangrugi ti kolonia ti nomadic a tiempo idi bimmasiten ti maalda a makan. Kabayatanna daytoy, ti kolonia ket agar-aramid ti sinsinan a pagiananda a mabaliwan iti innaldaw.",Science/Animal Behavior
574,fil,"Sinisimulan ng kolonya ang yugto ng paglalagalag kapag ang pagkaing makukuha ay umunti. Sa yugtong ito, ang kolonya ay gumagawa ng mga pansamantalang pugad na binabago araw-araw.",Science/Animal Behavior
574,ceb,"Nagasugod ang kolonya og langyaw nga yugto kon mogamay ang suplay pagkaon. Sa kining yugto, maghimo ang kolonya og mga temporaryong salag nga ginabag-o kada-adlaw",Science/Animal Behavior
575,fil,Bawat isa sa mga itong palipat-lipat na paghahanap ng pagkain o mga paglipat ay tumatagal ng humigit-kumulang 17 araw.,Science/Animal Behavior
575,ceb,Ang matag usa ani nga mga pagbalhinbalhin nga kagubot o martsa molungtad sa kapin kun kulang 17 ka adlaw.,Science/Animal Behavior
575,ilo,Agpaut iti aganay a 17 nga aldaw tunggal maysa kadagitoy a nomadic a panagranggas wenno panagmartsa.,Science/Animal Behavior
576,ceb,"Unsa ang selula? Ang pulong nga selula gikan sa Latin nga pulong nga ""cella"", nga nagpasabut og ""gamay nga lawak"", ug kini unang gimugna sa usa ka microscopist nga nagapaniid sa katukoran sa duul.",Science/General Biology
576,ilo,"Ania ti selula? Ti sao a selula ket naggapu iti Latin a pagsasao a “cella”, kayatna a sawen ket “bassit a kuarto”, ket immuna nga inawagan daytoy iti microscopist a mangpalpaliiw iti istruktura ti cork.",Science/General Biology
576,fil,"Ano ang cell? Ang salitang cell ay mula sa salitang Latin na ""cella"" na ang ibig sabihin ay ""maliit na silid"", at una itong binigyang pangalan ng isang microscopist na inobserbahan ang estruktura ng tapon.",Science/General Biology
577,fil,"Ang selula ang pangunahing yunit ng lahat ng bagay na nabubuhay, at lahat ng organismo ay binubuo ng isa o mahigit pang selula.",Science/General Biology
577,ilo,"Ti selula ti kangrunaan a yunit ti amin a nabiag a banag, ken amin nga organismo ket buklen ti maysa wenno ad-adu pay a selula.",Science/General Biology
577,ceb,"Ang selyula mao ang sukaranang yunit sa tanang mga buhing butang, ug gilangkuban ang tanang organismo og usa o daghang mga selyula.",Science/General Biology
578,fil,"Ang mga selula ay napakaimportante at kritikal sa pag-aaral ng buhay, sa katotohanan, na ang mga ito ay kadalasang tinutukoy na ""ang mga blokeng pantayo ng buhay"".",Science/General Biology
578,ceb,"Ang mga selyula kay sukaranan ug kritikal sa pagtuon sa kinabuhi, sa matuod lang, kanunay kining ginatawag nga ""mga blokeng igtutukod sa kinabuhi"".",Science/General Biology
578,ilo,"Nangruna ken napateg la unay dagiti selula iti panagadal iti biag, kinapudnona, masansan a dagitoy ti maaw-awagan a kas “dagiti bloke a pakabangonan ti biag”.",Science/General Biology
579,ilo,Iti Sistema ti Nerbo ket tagtaginayonenna ti panagtalinaed ti panangipaw-itna ti impulses ti nerbo iti buo a bagi tapno agtultuloy ti pannagna ti dara ken saan nga agsardeng.,Science/The Organ Systems
579,ceb,Ang Sistema sa Nerbiyos ang nagamintinar sa homeostasis pinaagi sa pagpadala sa mga impulse sa nerbiyos sa kalawasan aron mapadayon ang pagdagayday sa dugo ingon usab dili mabalda.,Science/The Organ Systems
579,fil,Ang Sistemang Nerbiyos ay nagpapanatili sa homeostasis sa pamamagitan ng pagpapadala ng mga impulso ng nerbiyo sa buong katawan upang mapanatiling tuloy-tuloy ang daloy ng dugo at gayundin ay hindi magambala ito.,Science/The Organ Systems
580,fil,Ang mga nerve impulse na ito ay kaagad pumapasok sa buong katawan at tumutulong na panatilihing ligtas ang katawan sa anumang potensyal na panganib.,Science/The Organ Systems
580,ceb,"Paspas nga mapadala kining mga impulse sa kaugatan sa tibuok kalawasan, nga maoy nagatabang mapabiling luwas ang lawas gikan sa bisan unsang potensyal nga hulga.",Science/The Organ Systems
580,ilo,Dagitoy a pulso ti urat ket mabalin a maipatulod a dagus iti amin a paset ti bagi a makatulong a mapatalinaed a natalged ti bagi iti aniaman a mabalin a pagpeggadan.,Science/The Organ Systems
581,ilo,"Timmama dagiti ipu-ipo iti bassit a lugar kompara iti dadduma a naranggas a bagyo, ngem madadaelda ti aniaman a madalananda.",Science/Earth Science
581,ceb,"Nagaigo ang mga buhawi sa gamay nga lugar kompara sa ubang bayolenteng bagyo, apan maguba niini ang tanang maagian.",Science/Earth Science
581,fil,"Tumatama sa maliit na lugar ang mga buhawi kumpara sa mas bayolenteng mga bagyo, nguni't maaari nilang mawasak ang lahat ng bagay sa kanilang landas.",Science/Earth Science
582,ilo,"Paruten dagiti tornado dagiti kaykayo, lekkabenna dagiti diding dagiti pasdek istruktura, ken ipalladawna dagiti kotse iti tagangatang. Agpaut laeng iti nasurok a tallo nga oras ti dua porsiento kadagiti kararangragsan a tornado.",Science/Earth Science
